Date,Open,High,Low,Close,Volume,DayHigh,DayLow,DayClose,DayOpen,DayVol,hour,minute,ema20,ema250,upper_shadow,RSI20,RSI10,avg_Volume,MB,STD,UB,MF,MF3d_direction,MF5d_direction,prev_High,prev_Low,prev_Close,prev_Open,prev_Vol,prev_upper_shadow,prev_avg_Volume,prev_ema20,prev_ema250,couple_cs_signal,ema20_250_cross_signal,allow_entry
2025-09-16 11:10:00,1881.1,1881.5,1879.0,1879.0,2059,1895.0,1867.0,1876.0,1888.8,299165,11,10,1879.1048132195135,1839.35591115517,0.40000000000009095,54.81966226332201,49.13540924681766,4304.3,1880.15,3.0191494096615448,1884.6787241144923,2059.0,460156.85694384656,762407.6498591914,1881.3,1878.7,1880.9,1880.7,2793.0,0.3999999999998636,4325.1,1879.1158461899886,1839.0374847387457,0,0,0
2025-09-16 11:15:00,1879.0,1879.0,1877.2,1878.1,3502,1895.0,1867.0,1876.0,1888.8,299165,11,15,1879.0091167224168,1839.664628994571,0.0,53.16357917551034,45.62286493665635,4300.9,1879.795,2.80384604276764,1884.0007690641514,4.4236811744567707e-10,459584.82991681964,764076.2498591918,1881.5,1879.0,1879.0,1881.1,2059.0,0.40000000000009095,4304.3,1879.1048132195135,1839.35591115517,0,0,0
2025-09-16 11:20:00,1877.6,1878.1,1875.5,1875.9,3442,1895.0,1867.0,1876.0,1888.8,299165,11,20,1878.713010367901,1839.9533570503913,0.5,49.32910703717293,38.20491162971624,4349.05,1879.44,2.826081534929572,1883.6791223023945,2382.923076922799,459415.7529937424,765322.2086504003,1879.0,1877.2,1878.1,1879.0,3502.0,0.0,4300.9,1879.0091167224168,1839.664628994571,0,0,0
2025-09-16 11:25:00,1875.9,1878.9,1875.2,1878.5,3429,1895.0,1867.0,1876.0,1888.8,299165,11,25,1878.6927236661961,1840.260501615727,0.40000000000009095,53.50125470156625,49.07722087257143,4432.7,1879.19,2.6645627665353757,1883.1868441498032,2687.594594594435,457095.34758833685,763555.35880055,1878.1,1875.5,1875.9,1877.6,3442.0,0.5,4349.05,1878.713010367901,1839.9533570503913,0,0,0
2025-09-16 13:00:00,1878.6,1879.9,1877.4,1878.9,2270,1895.0,1867.0,1876.0,1888.8,299165,13,0,1878.7124642694155,1840.5683860650042,1.0,54.113115631077314,50.56402938303457,4331.2,1878.86,2.21226247609146,1882.1783937141372,454.0,443504.186298014,757651.6032449947,1878.9,1875.2,1878.5,1875.9,3429.0,0.40000000000009095,4432.7,1878.6927236661961,1840.260501615727,0,0,0
2025-09-16 13:05:00,1878.9,1880.8,1877.9,1880.8,2634,1895.0,1867.0,1876.0,1888.8,299165,13,5,1878.911277196138,1840.8889566939683,0.0,56.945792840221614,57.16480262382043,4259.35,1878.7450000000001,2.0327515704908077,1881.7941273557362,2634.0,435131.89770741016,759915.353244995,1879.9,1877.4,1878.9,1878.6,2270.0,1.0,4331.2,1878.7124642694155,1840.5683860650042,0,0,0
2025-09-16 13:10:00,1880.8,1881.5,1876.5,1877.4,4272,1895.0,1867.0,1876.0,1888.8,299165,13,10,1878.767346034601,1841.1798813418252,0.7000000000000455,51.01383321798788,45.172366852189256,4057.85,1878.53,1.928484542728636,1881.422726814093,2734.0799999998444,433330.140498108,760255.4332449951,1880.8,1877.9,1880.8,1878.9,2634.0,0.0,4259.35,1878.911277196138,1840.8889566939683,0,0,0
2025-09-16 13:15:00,1877.4,1881.4,1876.6,1881.2,3871,1895.0,1867.0,1876.0,1888.8,299165,13,15,1878.9990273646388,1841.49876674946,0.20000000000004547,56.36175331215784,56.503951911903066,3958.25,1878.56,1.9666696401908965,1881.5100044602864,3548.4166666666056,436878.5571647746,757458.0135480256,1881.5,1876.5,1877.4,1880.8,4272.0,0.7000000000000455,4057.85,1878.767346034601,1841.1798813418252,0,0,0
2025-09-16 13:20:00,1881.2,1883.7,1881.2,1882.5,6427,1895.0,1867.0,1876.0,1888.8,299165,13,20,1879.3324533299112,1841.8254698032492,1.2000000000000455,58.01245313558539,59.67215779621324,4107.35,1878.72,2.151523328142972,1881.9472849922145,257.0799999997662,433019.2371647745,757715.0935480254,1881.4,1876.6,1881.2,1877.4,3871.0,0.20000000000004547,3958.25,1878.9990273646388,1841.49876674946,0,0,0
2025-09-16 13:25:00,1882.4,1886.9,1882.4,1886.4,8969,1895.0,1867.0,1876.0,1888.8,299165,13,25,1880.0055530127768,1842.1806453426657,0.5,62.49281352386067,67.55072639410572,4179.25,1879.2150000000001,2.6862760370693617,1883.2444140556042,6975.888888888889,435649.1260536634,759090.2132061449,1883.7,1881.2,1882.5,1881.2,6427.0,1.2000000000000455,4107.35,1879.3324533299112,1841.8254698032492,0,0,0
2025-09-16 13:30:00,1886.8,1889.0,1886.1,1888.3,9884,1895.0,1867.0,1876.0,1888.8,299165,13,30,1880.7955003448933,1842.5481302403336,0.7000000000000455,64.43877631931451,70.65411416067296,4150.7,1879.9100000000003,3.1355180886378515,1884.6132771329571,5112.413793103288,436409.93009066896,763063.2083945975,1886.9,1882.4,1886.4,1882.4,8969.0,0.5,4179.25,1880.0055530127768,1842.1806453426657,0,0,0
2025-09-16 13:35:00,1888.2,1892.0,1888.1,1889.5,10365,1895.0,1867.0,1876.0,1888.8,299165,13,35,1881.6245003120464,1842.9222487244745,2.5,65.62447259299174,72.49977718916463,4340.85,1880.5800000000004,3.665428818162653,1886.0781432272443,-2923.4615384612284,424964.37866456754,755492.2468561367,1889.0,1886.1,1888.3,1886.8,9884.0,0.7000000000000455,4150.7,1880.7955003448933,1842.5481302403336,0,0,3
2025-09-16 13:40:00,1889.5,1895.0,1889.0,1889.6,11631,1895.0,1867.0,1876.0,1888.8,299165,13,40,1882.3840717108992,1843.2941829975862,5.400000000000091,65.72471994708411,72.658996552558,4694.45,1881.19,4.097996943304523,1887.3369954149568,-9304.800000000352,412600.10807633196,744759.2210496849,1892.0,1888.1,1889.5,1888.2,10365.0,2.5,4340.85,1881.6245003120464,1842.9222487244745,0,0,3
