Date,Open,High,Low,Close,Volume,time_d,DayHigh,DayLow,DayClose,DayOpen,DayVol,hour,minute,allow_entry
2025-10-08 11:20:00,1906.7,1910.0,1903.1,1908.3,9159,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,11,20,long
2025-10-08 11:25:00,1908.3,1909.9,1907.2,1909.1,3447,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,11,25,long
2025-10-08 13:00:00,1909.1,1912.8,1908.0,1912.3,7570,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,13,0,long
2025-10-08 13:05:00,1912.3,1914.0,1911.6,1911.8,5966,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,13,5,long
2025-10-08 13:10:00,1912.2,1914.6,1911.8,1912.6,4271,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,13,10,long
2025-10-08 13:15:00,1912.6,1914.8,1912.4,1914.7,3072,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,13,15,long
2025-10-08 13:20:00,1914.8,1916.4,1914.3,1915.2,5524,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,13,20,long
2025-10-08 13:25:00,1915.4,1921.3,1915.3,1920.5,10754,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,13,25,long
2025-10-08 13:30:00,1920.5,1923.1,1919.4,1920.0,11484,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,13,30,long
2025-10-08 13:35:00,1920.0,1923.7,1919.6,1920.3,7301,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,13,35,long
2025-10-08 13:40:00,1920.5,1922.9,1920.2,1921.2,3790,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,13,40,long
2025-10-08 13:45:00,1921.2,1923.6,1919.3,1919.8,4855,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,13,45,long
2025-10-08 13:50:00,1919.8,1921.5,1917.5,1919.0,7678,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,13,50,long
2025-10-08 13:55:00,1919.1,1926.8,1917.4,1921.5,10217,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,13,55,long
2025-10-08 14:00:00,1921.5,1923.7,1917.3,1918.5,8296,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,14,0,long
2025-10-08 14:05:00,1918.6,1922.0,1918.2,1921.8,4611,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,14,5,long
2025-10-08 14:10:00,1921.8,1925.0,1920.7,1924.7,8945,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,14,10,
2025-10-08 14:15:00,1924.7,1931.2,1923.7,1930.0,16809,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,14,15,short
2025-10-08 14:20:00,1929.9,1930.5,1922.8,1923.0,13181,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,14,20,both
2025-10-08 14:25:00,1923.4,1924.5,1918.0,1919.4,9945,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,14,25,
2025-10-08 14:45:00,1919.0,1919.0,1919.0,1919.0,8715,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,14,45,
2025-10-09 09:00:00,1921.6,1921.9,1915.6,1918.4,7828,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,9,0,long
2025-10-09 09:05:00,1918.3,1919.3,1917.0,1919.0,3534,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,9,5,long
2025-10-09 09:10:00,1919.0,1919.0,1917.8,1918.0,1786,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,9,10,long
2025-10-09 09:15:00,1917.8,1919.9,1915.5,1918.4,8476,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,9,15,long
2025-10-09 09:20:00,1918.4,1920.4,1917.5,1920.0,2913,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,9,20,long
2025-10-09 09:25:00,1920.0,1921.4,1919.2,1921.0,5656,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,9,25,long
2025-10-09 09:30:00,1920.9,1924.0,1920.7,1924.0,8261,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,9,30,long
2025-10-09 09:35:00,1924.0,1927.1,1922.7,1926.9,11178,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,9,35,long
2025-10-09 09:40:00,1926.9,1929.4,1925.8,1929.4,8882,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,9,40,long
2025-10-09 09:45:00,1929.4,1935.8,1929.4,1935.5,11375,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,9,45,
2025-10-09 09:50:00,1935.5,1937.6,1931.5,1931.7,9264,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,9,50,
2025-10-09 09:55:00,1931.7,1935.0,1931.5,1932.8,5673,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,9,55,
2025-10-09 10:00:00,1932.8,1941.6,1932.4,1939.5,11934,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,10,0,short
2025-10-09 10:05:00,1939.5,1940.0,1936.0,1938.5,6911,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,10,5,short
2025-10-09 10:10:00,1938.5,1943.6,1933.4,1935.3,11439,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,10,10,short
2025-10-09 10:15:00,1935.3,1936.7,1934.3,1935.4,3371,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,10,15,short
2025-10-09 10:20:00,1935.4,1935.6,1931.0,1934.0,6142,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,10,20,short
2025-10-09 10:25:00,1934.0,1934.6,1931.5,1932.3,2275,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,10,25,
2025-10-09 10:30:00,1932.3,1932.3,1930.6,1932.1,2909,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,10,30,
2025-10-09 10:35:00,1932.1,1933.7,1931.9,1932.8,2674,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,10,35,short
2025-10-09 10:40:00,1932.8,1933.8,1930.1,1933.1,3614,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,10,40,short
2025-10-09 10:45:00,1933.3,1933.7,1931.7,1932.5,1723,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,10,45,
2025-10-09 10:50:00,1932.2,1932.4,1928.2,1930.9,8795,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,10,50,
2025-10-09 10:55:00,1930.3,1930.9,1928.1,1929.0,3410,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,10,55,long
2025-10-09 11:00:00,1929.0,1929.9,1926.6,1926.9,4181,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,11,0,long
2025-10-09 11:05:00,1926.9,1929.0,1925.8,1929.0,4956,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,11,5,long
2025-10-09 11:10:00,1929.0,1929.0,1927.4,1928.7,1700,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,11,10,long
2025-10-09 11:15:00,1928.7,1932.6,1928.5,1931.2,5620,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,11,15,
2025-10-09 11:20:00,1931.1,1932.0,1930.3,1931.0,2032,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,11,20,
2025-10-09 11:25:00,1931.0,1931.9,1930.0,1931.5,1915,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,11,25,
2025-10-09 13:00:00,1931.3,1934.4,1930.6,1933.8,4762,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,13,0,short
2025-10-09 13:05:00,1933.8,1935.5,1933.2,1934.2,5186,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,13,5,short
2025-10-09 13:10:00,1934.2,1937.3,1934.0,1936.2,6630,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,13,10,short
2025-10-09 13:15:00,1936.3,1939.0,1934.4,1935.5,7723,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,13,15,short
2025-10-09 13:20:00,1935.5,1936.9,1932.6,1933.7,4940,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,13,20,short
2025-10-09 13:25:00,1933.7,1934.7,1930.5,1930.5,5122,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,13,25,short
2025-10-09 13:30:00,1930.5,1931.8,1928.8,1929.5,7694,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,13,30,long
2025-10-09 13:35:00,1929.5,1932.5,1928.2,1928.8,6808,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,13,35,long
2025-10-09 13:40:00,1928.8,1928.8,1923.2,1926.5,11358,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,13,40,long
2025-10-09 13:45:00,1926.5,1929.8,1926.4,1928.2,5370,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,13,45,long
2025-10-09 13:50:00,1928.2,1933.3,1924.5,1931.0,11069,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,13,50,both
2025-10-09 13:55:00,1931.0,1934.0,1930.2,1932.2,5992,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,13,55,both
2025-10-09 14:00:00,1932.0,1933.9,1927.5,1931.7,7152,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,14,0,both
2025-10-09 14:05:00,1931.7,1933.5,1929.6,1930.8,3956,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,14,5,both
2025-10-09 14:10:00,1930.8,1934.9,1929.2,1933.2,7477,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,14,10,both
2025-10-09 14:15:00,1933.8,1935.3,1930.8,1933.5,8631,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,14,15,both
2025-10-09 14:20:00,1933.7,1936.2,1931.2,1931.9,8712,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,14,20,both
2025-10-09 14:25:00,1931.9,1933.9,1931.3,1932.6,5451,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,14,25,
2025-10-09 14:45:00,1936.6,1936.6,1936.6,1936.6,5863,2025-10-09,1943.6,1915.5,1936.6,1921.6,300323,14,45,
2025-10-10 09:00:00,1940.0,1941.7,1937.0,1939.0,8492,2025-10-10,1975.9,1936.2,1975.9,1940.0,268455,9,0,long
2025-10-10 09:05:00,1938.8,1939.0,1937.6,1938.2,2239,2025-10-10,1975.9,1936.2,1975.9,1940.0,268455,9,5,long
2025-10-10 09:10:00,1938.1,1939.5,1937.0,1938.0,3137,2025-10-10,1975.9,1936.2,1975.9,1940.0,268455,9,10,long
2025-10-10 09:15:00,1938.0,1939.6,1937.3,1937.5,4744,2025-10-10,1975.9,1936.2,1975.9,1940.0,268455,9,15,long
2025-10-10 09:20:00,1937.9,1938.9,1936.2,1937.6,3844,2025-10-10,1975.9,1936.2,1975.9,1940.0,268455,9,20,long
2025-10-10 09:25:00,1937.6,1940.3,1937.6,1938.9,5168,2025-10-10,1975.9,1936.2,1975.9,1940.0,268455,9,25,long
2025-10-10 09:30:00,1938.9,1939.0,1936.7,1938.4,4304,2025-10-10,1975.9,1936.2,1975.9,1940.0,268455,9,30,long
2025-10-10 09:35:00,1938.5,1940.5,1938.2,1940.0,4322,2025-10-10,1975.9,1936.2,1975.9,1940.0,268455,9,35,long
2025-10-10 09:40:00,1940.1,1940.2,1937.2,1938.5,2926,2025-10-10,1975.9,1936.2,1975.9,1940.0,268455,9,40,long
2025-10-10 09:45:00,1938.1,1941.4,1937.3,1940.0,5373,2025-10-10,1975.9,1936.2,1975.9,1940.0,268455,9,45,long
2025-10-10 09:50:00,1939.7,1943.0,1938.6,1940.0,7295,2025-10-10,1975.9,1936.2,1975.9,1940.0,268455,9,50,long
2025-10-10 09:55:00,1939.9,1943.5,1938.8,1940.5,5908,2025-10-10,1975.9,1936.2,1975.9,1940.0,268455,9,55,long
2025-10-10 10:00:00,1940.5,1945.0,1940.2,1944.8,7202,2025-10-10,1975.9,1936.2,1975.9,1940.0,268455,10,0,long
2025-10-10 10:05:00,1944.8,1945.8,1943.3,1944.2,5506,2025-10-10,1975.9,1936.2,1975.9,1940.0,268455,10,5,long
2025-10-10 10:10:00,1944.2,1946.3,1942.1,1945.8,6272,2025-10-10,1975.9,1936.2,1975.9,1940.0,268455,10,10,long
2025-10-10 10:15:00,1945.6,1947.7,1944.8,1945.9,6347,2025-10-10,1975.9,1936.2,1975.9,1940.0,268455,10,15,long
2025-10-10 10:20:00,1945.9,1947.0,1944.7,1945.6,3877,2025-10-10,1975.9,1936.2,1975.9,1940.0,268455,10,20,long
2025-10-10 10:25:00,1945.6,1946.2,1944.7,1944.7,2331,2025-10-10,1975.9,1936.2,1975.9,1940.0,268455,10,25,long
2025-10-10 10:30:00,1944.7,1945.0,1942.7,1943.9,4863,2025-10-10,1975.9,1936.2,1975.9,1940.0,268455,10,30,long
2025-10-10 10:35:00,1943.9,1944.0,1942.5,1943.3,2286,2025-10-10,1975.9,1936.2,1975.9,1940.0,268455,10,35,long
