Date,Open,High,Low,Close,Volume,time_d,DayHigh,DayLow,DayClose,DayOpen,DayVol,hour,minute,allow_entry
2025-10-07 14:05:00,1913.1,1915.0,1912.2,1914.5,3089,2025-10-07,1921.2,1908.3,1911.3,1918.6,95798,14,5,both
2025-10-07 14:10:00,1914.4,1914.5,1912.7,1913.7,2132,2025-10-07,1921.2,1908.3,1911.3,1918.6,95798,14,10,both
2025-10-07 14:15:00,1914.0,1917.5,1913.8,1914.3,9463,2025-10-07,1921.2,1908.3,1911.3,1918.6,95798,14,15,both
2025-10-07 14:20:00,1914.8,1915.3,1908.3,1911.6,12462,2025-10-07,1921.2,1908.3,1911.3,1918.6,95798,14,20,both
2025-10-07 14:25:00,1911.5,1912.4,1909.0,1910.9,5956,2025-10-07,1921.2,1908.3,1911.3,1918.6,95798,14,25,
2025-10-07 14:45:00,1911.3,1911.3,1911.3,1911.3,5604,2025-10-07,1921.2,1908.3,1911.3,1918.6,95798,14,45,
2025-10-08 09:00:00,1930.0,1944.0,1930.0,1940.2,20576,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,9,0,short
2025-10-08 09:05:00,1940.2,1942.0,1921.3,1923.2,16693,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,9,5,
2025-10-08 09:10:00,1923.9,1926.6,1912.3,1916.6,12984,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,9,10,
2025-10-08 09:15:00,1916.4,1922.9,1915.7,1921.9,10274,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,9,15,
2025-10-08 09:20:00,1922.0,1923.3,1918.0,1921.4,7103,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,9,20,
2025-10-08 09:25:00,1921.3,1921.6,1917.5,1919.1,4899,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,9,25,
2025-10-08 09:30:00,1919.1,1922.4,1919.0,1921.3,4145,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,9,30,
2025-10-08 09:35:00,1921.3,1922.0,1918.8,1921.9,4131,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,9,35,
2025-10-08 09:40:00,1921.9,1923.5,1920.3,1921.8,4167,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,9,40,
2025-10-08 09:45:00,1921.8,1923.4,1918.0,1919.2,5391,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,9,45,
2025-10-08 09:50:00,1919.2,1920.0,1917.7,1918.4,2431,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,9,50,
2025-10-08 09:55:00,1918.3,1919.6,1916.2,1917.6,3641,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,9,55,
2025-10-08 10:00:00,1917.7,1918.4,1916.5,1916.8,2722,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,10,0,
2025-10-08 10:05:00,1916.8,1918.3,1916.1,1917.4,3706,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,10,5,
2025-10-08 10:10:00,1917.4,1919.4,1917.3,1918.2,2723,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,10,10,
2025-10-08 10:15:00,1918.8,1920.8,1918.4,1919.9,3422,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,10,15,
2025-10-08 10:20:00,1920.0,1920.9,1918.1,1919.0,1951,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,10,20,
2025-10-08 10:25:00,1919.0,1920.8,1918.3,1920.5,1767,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,10,25,
2025-10-08 10:30:00,1920.5,1921.5,1920.0,1920.1,3169,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,10,30,
2025-10-08 10:35:00,1920.1,1920.3,1918.6,1919.1,1669,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,10,35,
2025-10-08 10:40:00,1919.1,1921.0,1919.1,1919.2,1916,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,10,40,
2025-10-08 10:45:00,1919.3,1920.3,1918.8,1919.7,1366,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,10,45,
2025-10-08 10:50:00,1919.7,1920.0,1918.7,1918.7,1405,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,10,50,
2025-10-08 10:55:00,1918.7,1919.2,1918.1,1918.3,1639,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,10,55,
2025-10-08 11:00:00,1918.3,1918.3,1917.0,1917.7,2912,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,11,0,
2025-10-08 11:05:00,1918.0,1918.2,1914.7,1915.2,6108,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,11,5,
2025-10-08 11:10:00,1915.0,1915.8,1914.5,1915.0,4328,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,11,10,
2025-10-08 11:15:00,1914.9,1915.0,1904.4,1906.7,15444,2025-10-08,1944.0,1903.1,1919.0,1930.0,318272,11,15,long
